Resource Name,Cloud Provider ID,Object Type,Native Type,Tags,Subscription,Projects,Cloud Provider,Policy ID,Policy Short Name,Policy Name,Policy Type,Severity,Result,Compliance Check Name (Wiz Subcategory),Category,Framework,Remediation Steps,Assessed At,Created At,Updated At,Subscription Name,Subscription Provider ID,Resource ID,Resource Region,Resource Cloud Platform
rl-dev-rtsls-data-migration,arn:aws:s3:::rl-dev-rtsls-data-migration,CloudPlatform/Bucket,S3 Bucket,"{ ""environment"":""prod"", ""owner"":""Gopinath.Kona@RalphLauren.com"", ""region"":""us"", ""role"":""app"", ""Name"":"""", ""application"":""retailsales"", ""costcenter"":""1000100527"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,85695fd4-dee7-4408-abd5-9e564c8a0f17,S3-013,S3 Bucket policy should deny HTTP requests,Cloud Configuration Rule,MEDIUM,Pass,2.1.1 Ensure S3 Bucket Policy is set to deny HTTP requests - Level 2 (Automated),2.1 Simple Storage Service (S3),CIS AWS v2.0.0,"Perform the following command to deny HTTP requests to the bucket via AWS CLI:
```
aws s3api put-bucket-policy \
    --bucket {{bucketName}} \
    --policy '{""Version"":""2012-10-17"",""Statement"":[{""Effect"":""Deny"",""Principal"":""*"",""Action"":""s3:*"",""Resource"":""arn:aws:s3:::{{bucketName}}/*"",""Condition"":{""Bool"":{""aws:SecureTransport"":""false""}}}]}'  
```
>**Note**  
For further remediation assistance, see [AWS video](https://www.youtube.com/watch?v=obCm_RMYMp8&ab_channel=AmazonWebServices) on this matter.",2024-09-15T22:29:14Z,2023-03-07T14:10:07Z,2024-09-15T22:34:43Z,RL-Hybrid-Multitenant,450518371872,1cb761b9-58b4-5c57-81bf-5cefe3c29c4a,us-east-1,AWS
rl-audit-validation-scripts-presidio,arn:aws:s3:::rl-audit-validation-scripts-presidio,CloudPlatform/Bucket,S3 Bucket,"{ ""owner"":""Alex.Santillana@ralphlauren.com"", ""region"":""eu"", ""role"":""shared"", ""Name"":"""", ""application"":""infra"", ""costcenter"":""1000100534"", ""environment"":""prod"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,85695fd4-dee7-4408-abd5-9e564c8a0f17,S3-013,S3 Bucket policy should deny HTTP requests,Cloud Configuration Rule,MEDIUM,Pass,2.1.1 Ensure S3 Bucket Policy is set to deny HTTP requests - Level 2 (Automated),2.1 Simple Storage Service (S3),CIS AWS v2.0.0,"Perform the following command to deny HTTP requests to the bucket via AWS CLI:
```
aws s3api put-bucket-policy \
    --bucket {{bucketName}} \
    --policy '{""Version"":""2012-10-17"",""Statement"":[{""Effect"":""Deny"",""Principal"":""*"",""Action"":""s3:*"",""Resource"":""arn:aws:s3:::{{bucketName}}/*"",""Condition"":{""Bool"":{""aws:SecureTransport"":""false""}}}]}'  
```
>**Note**  
For further remediation assistance, see [AWS video](https://www.youtube.com/watch?v=obCm_RMYMp8&ab_channel=AmazonWebServices) on this matter.",2024-09-15T22:29:14Z,2024-09-02T16:07:34Z,2024-09-15T22:35:06Z,RL-Hybrid-Multitenant,450518371872,754b3e60-92a4-5d67-9e09-28a06ea89e96,eu-central-1,AWS
rl-dev-rawlayer-bucket,arn:aws:s3:::rl-dev-rawlayer-bucket,CloudPlatform/Bucket,S3 Bucket,"{ ""environment"":""prod"", ""owner"":""Alex.Santillana@ralphlauren.com"", ""region"":""us"", ""role"":""shared"", ""Name"":""rl-dev-rawbucket"", ""application"":""infra"", ""costcenter"":""1000100534"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,85695fd4-dee7-4408-abd5-9e564c8a0f17,S3-013,S3 Bucket policy should deny HTTP requests,Cloud Configuration Rule,MEDIUM,Pass,2.1.1 Ensure S3 Bucket Policy is set to deny HTTP requests - Level 2 (Automated),2.1 Simple Storage Service (S3),CIS AWS v2.0.0,"Perform the following command to deny HTTP requests to the bucket via AWS CLI:
```
aws s3api put-bucket-policy \
    --bucket {{bucketName}} \
    --policy '{""Version"":""2012-10-17"",""Statement"":[{""Effect"":""Deny"",""Principal"":""*"",""Action"":""s3:*"",""Resource"":""arn:aws:s3:::{{bucketName}}/*"",""Condition"":{""Bool"":{""aws:SecureTransport"":""false""}}}]}'  
```
>**Note**  
For further remediation assistance, see [AWS video](https://www.youtube.com/watch?v=obCm_RMYMp8&ab_channel=AmazonWebServices) on this matter.",2024-09-15T22:29:13Z,2023-03-07T14:10:07Z,2024-09-15T22:35:02Z,RL-Hybrid-Multitenant,450518371872,88289db9-8425-54f1-bea6-0045e3f9fc0b,us-east-1,AWS
rl-dev-rawbucket,arn:aws:s3:::rl-dev-rawbucket,CloudPlatform/Bucket,S3 Bucket,"{ ""Name"":""rl-dev-rawbucket"", ""application"":""infra"", ""costcenter"":""1000100534"", ""environment"":""prod"", ""owner"":""Alex.Santillana@ralphlauren.com"", ""region"":""us"", ""role"":""shared"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,85695fd4-dee7-4408-abd5-9e564c8a0f17,S3-013,S3 Bucket policy should deny HTTP requests,Cloud Configuration Rule,MEDIUM,Pass,2.1.1 Ensure S3 Bucket Policy is set to deny HTTP requests - Level 2 (Automated),2.1 Simple Storage Service (S3),CIS AWS v2.0.0,"Perform the following command to deny HTTP requests to the bucket via AWS CLI:
```
aws s3api put-bucket-policy \
    --bucket {{bucketName}} \
    --policy '{""Version"":""2012-10-17"",""Statement"":[{""Effect"":""Deny"",""Principal"":""*"",""Action"":""s3:*"",""Resource"":""arn:aws:s3:::{{bucketName}}/*"",""Condition"":{""Bool"":{""aws:SecureTransport"":""false""}}}]}'  
```
>**Note**  
For further remediation assistance, see [AWS video](https://www.youtube.com/watch?v=obCm_RMYMp8&ab_channel=AmazonWebServices) on this matter.",2024-09-15T22:29:13Z,2023-03-07T14:10:06Z,2024-09-15T22:35:01Z,RL-Hybrid-Multitenant,450518371872,dd44eb6b-b0c0-5949-a90a-e0998209dbe4,us-east-1,AWS
rl-dev-raw-bucket,arn:aws:s3:::rl-dev-raw-bucket,CloudPlatform/Bucket,S3 Bucket,"{ ""role"":""shared"", ""Name"":""rl-dev-rawbucket"", ""application"":""infra"", ""costcenter"":""1000100534"", ""environment"":""prod"", ""owner"":""Alex.Santillana@ralphlauren.com"", ""region"":""us"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,85695fd4-dee7-4408-abd5-9e564c8a0f17,S3-013,S3 Bucket policy should deny HTTP requests,Cloud Configuration Rule,MEDIUM,Pass,2.1.1 Ensure S3 Bucket Policy is set to deny HTTP requests - Level 2 (Automated),2.1 Simple Storage Service (S3),CIS AWS v2.0.0,"Perform the following command to deny HTTP requests to the bucket via AWS CLI:
```
aws s3api put-bucket-policy \
    --bucket {{bucketName}} \
    --policy '{""Version"":""2012-10-17"",""Statement"":[{""Effect"":""Deny"",""Principal"":""*"",""Action"":""s3:*"",""Resource"":""arn:aws:s3:::{{bucketName}}/*"",""Condition"":{""Bool"":{""aws:SecureTransport"":""false""}}}]}'  
```
>**Note**  
For further remediation assistance, see [AWS video](https://www.youtube.com/watch?v=obCm_RMYMp8&ab_channel=AmazonWebServices) on this matter.",2024-09-15T22:29:13Z,2023-03-07T14:10:06Z,2024-09-15T22:35:01Z,RL-Hybrid-Multitenant,450518371872,5c57cb5b-fcb8-5cf9-ba18-58fc7e48f860,us-east-1,AWS
rl-dev-prepared,arn:aws:s3:::rl-dev-prepared,CloudPlatform/Bucket,S3 Bucket,"{ ""owner"":""Alex.Santillana@ralphlauren.com"", ""region"":""us"", ""role"":""shared"", ""Name"":""rl-dev-prepared"", ""application"":""infra"", ""costcenter"":""1000100534"", ""environment"":""prod"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,85695fd4-dee7-4408-abd5-9e564c8a0f17,S3-013,S3 Bucket policy should deny HTTP requests,Cloud Configuration Rule,MEDIUM,Pass,2.1.1 Ensure S3 Bucket Policy is set to deny HTTP requests - Level 2 (Automated),2.1 Simple Storage Service (S3),CIS AWS v2.0.0,"Perform the following command to deny HTTP requests to the bucket via AWS CLI:
```
aws s3api put-bucket-policy \
    --bucket {{bucketName}} \
    --policy '{""Version"":""2012-10-17"",""Statement"":[{""Effect"":""Deny"",""Principal"":""*"",""Action"":""s3:*"",""Resource"":""arn:aws:s3:::{{bucketName}}/*"",""Condition"":{""Bool"":{""aws:SecureTransport"":""false""}}}]}'  
```
>**Note**  
For further remediation assistance, see [AWS video](https://www.youtube.com/watch?v=obCm_RMYMp8&ab_channel=AmazonWebServices) on this matter.",2024-09-15T22:29:13Z,2023-03-07T14:10:06Z,2024-09-15T22:34:58Z,RL-Hybrid-Multitenant,450518371872,52d8ce09-827e-5cb4-8e21-53685ebff071,us-east-1,AWS
rl-dev-outbound,arn:aws:s3:::rl-dev-outbound,CloudPlatform/Bucket,S3 Bucket,"{ ""owner"":""Alex.Santillana@ralphlauren.com"", ""region"":""us"", ""role"":""shared"", ""Name"":""rl-dev-outbound"", ""application"":""infra"", ""costcenter"":""1000100534"", ""environment"":""prod"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,85695fd4-dee7-4408-abd5-9e564c8a0f17,S3-013,S3 Bucket policy should deny HTTP requests,Cloud Configuration Rule,MEDIUM,Pass,2.1.1 Ensure S3 Bucket Policy is set to deny HTTP requests - Level 2 (Automated),2.1 Simple Storage Service (S3),CIS AWS v2.0.0,"Perform the following command to deny HTTP requests to the bucket via AWS CLI:
```
aws s3api put-bucket-policy \
    --bucket {{bucketName}} \
    --policy '{""Version"":""2012-10-17"",""Statement"":[{""Effect"":""Deny"",""Principal"":""*"",""Action"":""s3:*"",""Resource"":""arn:aws:s3:::{{bucketName}}/*"",""Condition"":{""Bool"":{""aws:SecureTransport"":""false""}}}]}'  
```
>**Note**  
For further remediation assistance, see [AWS video](https://www.youtube.com/watch?v=obCm_RMYMp8&ab_channel=AmazonWebServices) on this matter.",2024-09-15T22:29:13Z,2023-03-07T14:10:03Z,2024-09-15T22:34:57Z,RL-Hybrid-Multitenant,450518371872,e0e12e42-11c7-5987-a129-494e372b5d68,us-east-1,AWS
rl-dev-ods,arn:aws:s3:::rl-dev-ods,CloudPlatform/Bucket,S3 Bucket,"{ ""application"":""infra"", ""costcenter"":""1000100534"", ""environment"":""prod"", ""owner"":""Alex.Santillana@ralphlauren.com"", ""region"":""us"", ""role"":""shared"", ""Name"":""rl-dev-ods"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,85695fd4-dee7-4408-abd5-9e564c8a0f17,S3-013,S3 Bucket policy should deny HTTP requests,Cloud Configuration Rule,MEDIUM,Pass,2.1.1 Ensure S3 Bucket Policy is set to deny HTTP requests - Level 2 (Automated),2.1 Simple Storage Service (S3),CIS AWS v2.0.0,"Perform the following command to deny HTTP requests to the bucket via AWS CLI:
```
aws s3api put-bucket-policy \
    --bucket {{bucketName}} \
    --policy '{""Version"":""2012-10-17"",""Statement"":[{""Effect"":""Deny"",""Principal"":""*"",""Action"":""s3:*"",""Resource"":""arn:aws:s3:::{{bucketName}}/*"",""Condition"":{""Bool"":{""aws:SecureTransport"":""false""}}}]}'  
```
>**Note**  
For further remediation assistance, see [AWS video](https://www.youtube.com/watch?v=obCm_RMYMp8&ab_channel=AmazonWebServices) on this matter.",2024-09-15T22:29:13Z,2023-03-07T14:10:03Z,2024-09-15T22:34:57Z,RL-Hybrid-Multitenant,450518371872,ba1c84c0-595c-5bc6-9af7-4d7d36f5e789,us-east-1,AWS
rl-dev-migration,arn:aws:s3:::rl-dev-migration,CloudPlatform/Bucket,S3 Bucket,"{ ""owner"":""Alex.Santillana@ralphlauren.com"", ""region"":""us"", ""role"":""shared"", ""Name"":""rl-dev-migration"", ""application"":""infra"", ""costcenter"":""1000100534"", ""environment"":""prod"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,85695fd4-dee7-4408-abd5-9e564c8a0f17,S3-013,S3 Bucket policy should deny HTTP requests,Cloud Configuration Rule,MEDIUM,Pass,2.1.1 Ensure S3 Bucket Policy is set to deny HTTP requests - Level 2 (Automated),2.1 Simple Storage Service (S3),CIS AWS v2.0.0,"Perform the following command to deny HTTP requests to the bucket via AWS CLI:
```
aws s3api put-bucket-policy \
    --bucket {{bucketName}} \
    --policy '{""Version"":""2012-10-17"",""Statement"":[{""Effect"":""Deny"",""Principal"":""*"",""Action"":""s3:*"",""Resource"":""arn:aws:s3:::{{bucketName}}/*"",""Condition"":{""Bool"":{""aws:SecureTransport"":""false""}}}]}'  
```
>**Note**  
For further remediation assistance, see [AWS video](https://www.youtube.com/watch?v=obCm_RMYMp8&ab_channel=AmazonWebServices) on this matter.",2024-09-15T22:29:13Z,2023-03-07T14:10:03Z,2024-09-15T22:34:56Z,RL-Hybrid-Multitenant,450518371872,8a9c6b0f-abb8-5109-8427-c7a183356966,us-east-1,AWS
rl-dev-history,arn:aws:s3:::rl-dev-history,CloudPlatform/Bucket,S3 Bucket,"{ ""role"":""shared"", ""Name"":""rl-dev-history"", ""application"":""infra"", ""costcenter"":""1000100534"", ""environment"":""prod"", ""owner"":""Alex.Santillana@ralphlauren.com"", ""region"":""us"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,85695fd4-dee7-4408-abd5-9e564c8a0f17,S3-013,S3 Bucket policy should deny HTTP requests,Cloud Configuration Rule,MEDIUM,Pass,2.1.1 Ensure S3 Bucket Policy is set to deny HTTP requests - Level 2 (Automated),2.1 Simple Storage Service (S3),CIS AWS v2.0.0,"Perform the following command to deny HTTP requests to the bucket via AWS CLI:
```
aws s3api put-bucket-policy \
    --bucket {{bucketName}} \
    --policy '{""Version"":""2012-10-17"",""Statement"":[{""Effect"":""Deny"",""Principal"":""*"",""Action"":""s3:*"",""Resource"":""arn:aws:s3:::{{bucketName}}/*"",""Condition"":{""Bool"":{""aws:SecureTransport"":""false""}}}]}'  
```
>**Note**  
For further remediation assistance, see [AWS video](https://www.youtube.com/watch?v=obCm_RMYMp8&ab_channel=AmazonWebServices) on this matter.",2024-09-15T22:29:13Z,2023-03-07T14:10:03Z,2024-09-15T22:34:55Z,RL-Hybrid-Multitenant,450518371872,bc34bffb-7f15-5daf-a26e-ae2449333a04,us-east-1,AWS
cyclops-logs-forwarder-ova-file,arn:aws:s3:::cyclops-logs-forwarder-ova-file,CloudPlatform/Bucket,S3 Bucket,"{ ""costcenter"":""1000100547"", ""environment"":""prod"", ""owner"":""Danny.Disalvo@RalphLauren.com"", ""region"":""eu"", ""role"":""shared"", ""Name"":"""", ""application"":""infra"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,85695fd4-dee7-4408-abd5-9e564c8a0f17,S3-013,S3 Bucket policy should deny HTTP requests,Cloud Configuration Rule,MEDIUM,Pass,2.1.1 Ensure S3 Bucket Policy is set to deny HTTP requests - Level 2 (Automated),2.1 Simple Storage Service (S3),CIS AWS v2.0.0,"Perform the following command to deny HTTP requests to the bucket via AWS CLI:
```
aws s3api put-bucket-policy \
    --bucket {{bucketName}} \
    --policy '{""Version"":""2012-10-17"",""Statement"":[{""Effect"":""Deny"",""Principal"":""*"",""Action"":""s3:*"",""Resource"":""arn:aws:s3:::{{bucketName}}/*"",""Condition"":{""Bool"":{""aws:SecureTransport"":""false""}}}]}'  
```
>**Note**  
For further remediation assistance, see [AWS video](https://www.youtube.com/watch?v=obCm_RMYMp8&ab_channel=AmazonWebServices) on this matter.",2024-09-15T22:29:13Z,2023-03-07T14:09:58Z,2024-09-15T22:34:54Z,RL-Hybrid-Multitenant,450518371872,6859441d-eb7f-5a19-a0b2-f39137b20918,eu-central-1,AWS
cpn-reporting-cognos-hist-sales,arn:aws:s3:::cpn-reporting-cognos-hist-sales,CloudPlatform/Bucket,S3 Bucket,"{ ""role"":""app"", ""Name"":"""", ""application"":""retailsales"", ""costcenter"":""1000100527"", ""environment"":""prod"", ""owner"":""Gopinath.Kona@RalphLauren.com"", ""region"":""eu"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,85695fd4-dee7-4408-abd5-9e564c8a0f17,S3-013,S3 Bucket policy should deny HTTP requests,Cloud Configuration Rule,MEDIUM,Pass,2.1.1 Ensure S3 Bucket Policy is set to deny HTTP requests - Level 2 (Automated),2.1 Simple Storage Service (S3),CIS AWS v2.0.0,"Perform the following command to deny HTTP requests to the bucket via AWS CLI:
```
aws s3api put-bucket-policy \
    --bucket {{bucketName}} \
    --policy '{""Version"":""2012-10-17"",""Statement"":[{""Effect"":""Deny"",""Principal"":""*"",""Action"":""s3:*"",""Resource"":""arn:aws:s3:::{{bucketName}}/*"",""Condition"":{""Bool"":{""aws:SecureTransport"":""false""}}}]}'  
```
>**Note**  
For further remediation assistance, see [AWS video](https://www.youtube.com/watch?v=obCm_RMYMp8&ab_channel=AmazonWebServices) on this matter.",2024-09-15T22:29:13Z,2023-03-07T14:09:58Z,2024-09-15T22:34:54Z,RL-Hybrid-Multitenant,450518371872,0e1741fb-3428-5961-bb2b-729f5719b487,eu-central-1,AWS
rl-dev-glue-scripts,arn:aws:s3:::rl-dev-glue-scripts,CloudPlatform/Bucket,S3 Bucket,"{ ""role"":""shared"", ""Name"":"""", ""application"":""infra"", ""costcenter"":""1000100534"", ""environment"":""prod"", ""owner"":""Alex.Santillana@ralphlauren.com"", ""region"":""us"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,85695fd4-dee7-4408-abd5-9e564c8a0f17,S3-013,S3 Bucket policy should deny HTTP requests,Cloud Configuration Rule,MEDIUM,Pass,2.1.1 Ensure S3 Bucket Policy is set to deny HTTP requests - Level 2 (Automated),2.1 Simple Storage Service (S3),CIS AWS v2.0.0,"Perform the following command to deny HTTP requests to the bucket via AWS CLI:
```
aws s3api put-bucket-policy \
    --bucket {{bucketName}} \
    --policy '{""Version"":""2012-10-17"",""Statement"":[{""Effect"":""Deny"",""Principal"":""*"",""Action"":""s3:*"",""Resource"":""arn:aws:s3:::{{bucketName}}/*"",""Condition"":{""Bool"":{""aws:SecureTransport"":""false""}}}]}'  
```
>**Note**  
For further remediation assistance, see [AWS video](https://www.youtube.com/watch?v=obCm_RMYMp8&ab_channel=AmazonWebServices) on this matter.",2024-09-15T22:29:13Z,2023-03-07T14:10:02Z,2024-09-15T22:34:53Z,RL-Hybrid-Multitenant,450518371872,0c4135d3-8f1e-5ac8-84e9-e9cccac354d1,us-east-1,AWS
rl-dev-consolidated,arn:aws:s3:::rl-dev-consolidated,CloudPlatform/Bucket,S3 Bucket,"{ ""owner"":""Alex.Santillana@ralphlauren.com"", ""region"":""us"", ""role"":""shared"", ""Name"":"""", ""application"":""infra"", ""costcenter"":""1000100534"", ""environment"":""prod"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,85695fd4-dee7-4408-abd5-9e564c8a0f17,S3-013,S3 Bucket policy should deny HTTP requests,Cloud Configuration Rule,MEDIUM,Pass,2.1.1 Ensure S3 Bucket Policy is set to deny HTTP requests - Level 2 (Automated),2.1 Simple Storage Service (S3),CIS AWS v2.0.0,"Perform the following command to deny HTTP requests to the bucket via AWS CLI:
```
aws s3api put-bucket-policy \
    --bucket {{bucketName}} \
    --policy '{""Version"":""2012-10-17"",""Statement"":[{""Effect"":""Deny"",""Principal"":""*"",""Action"":""s3:*"",""Resource"":""arn:aws:s3:::{{bucketName}}/*"",""Condition"":{""Bool"":{""aws:SecureTransport"":""false""}}}]}'  
```
>**Note**  
For further remediation assistance, see [AWS video](https://www.youtube.com/watch?v=obCm_RMYMp8&ab_channel=AmazonWebServices) on this matter.",2024-09-15T22:29:13Z,2023-03-07T14:10:02Z,2024-09-15T22:34:52Z,RL-Hybrid-Multitenant,450518371872,0b784c43-4548-526f-b75a-f3da78f517aa,us-east-1,AWS
rl-dev-analytics-rawdata,arn:aws:s3:::rl-dev-analytics-rawdata,CloudPlatform/Bucket,S3 Bucket,"{ ""environment"":""prod"", ""owner"":""Alex.Santillana@ralphlauren.com"", ""region"":""us"", ""role"":""shared"", ""Name"":"""", ""application"":""infra"", ""costcenter"":""1000100534"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,85695fd4-dee7-4408-abd5-9e564c8a0f17,S3-013,S3 Bucket policy should deny HTTP requests,Cloud Configuration Rule,MEDIUM,Pass,2.1.1 Ensure S3 Bucket Policy is set to deny HTTP requests - Level 2 (Automated),2.1 Simple Storage Service (S3),CIS AWS v2.0.0,"Perform the following command to deny HTTP requests to the bucket via AWS CLI:
```
aws s3api put-bucket-policy \
    --bucket {{bucketName}} \
    --policy '{""Version"":""2012-10-17"",""Statement"":[{""Effect"":""Deny"",""Principal"":""*"",""Action"":""s3:*"",""Resource"":""arn:aws:s3:::{{bucketName}}/*"",""Condition"":{""Bool"":{""aws:SecureTransport"":""false""}}}]}'  
```
>**Note**  
For further remediation assistance, see [AWS video](https://www.youtube.com/watch?v=obCm_RMYMp8&ab_channel=AmazonWebServices) on this matter.",2024-09-15T22:29:13Z,2023-03-07T14:10:01Z,2024-09-15T22:34:52Z,RL-Hybrid-Multitenant,450518371872,14a98668-39b5-5ace-921a-8cf0d2b10833,us-east-1,AWS
cf-templates-1k8svlrlrxhhd-eu-central-1,arn:aws:s3:::cf-templates-1k8svlrlrxhhd-eu-central-1,CloudPlatform/Bucket,S3 Bucket,"{ ""application"":""infra"", ""costcenter"":""1000100534"", ""environment"":""prod"", ""owner"":""Alex.Santillana@ralphlauren.com"", ""region"":""eu"", ""role"":""shared"", ""Name"":"""" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,85695fd4-dee7-4408-abd5-9e564c8a0f17,S3-013,S3 Bucket policy should deny HTTP requests,Cloud Configuration Rule,MEDIUM,Pass,2.1.1 Ensure S3 Bucket Policy is set to deny HTTP requests - Level 2 (Automated),2.1 Simple Storage Service (S3),CIS AWS v2.0.0,"Perform the following command to deny HTTP requests to the bucket via AWS CLI:
```
aws s3api put-bucket-policy \
    --bucket {{bucketName}} \
    --policy '{""Version"":""2012-10-17"",""Statement"":[{""Effect"":""Deny"",""Principal"":""*"",""Action"":""s3:*"",""Resource"":""arn:aws:s3:::{{bucketName}}/*"",""Condition"":{""Bool"":{""aws:SecureTransport"":""false""}}}]}'  
```
>**Note**  
For further remediation assistance, see [AWS video](https://www.youtube.com/watch?v=obCm_RMYMp8&ab_channel=AmazonWebServices) on this matter.",2024-09-15T22:29:12Z,2023-03-07T14:09:47Z,2024-09-15T23:01:16Z,RL-Hybrid-Multitenant,450518371872,ba422149-601a-5594-86be-807d9a49330f,eu-central-1,AWS
rl-aws-cost-reports,arn:aws:s3:::rl-aws-cost-reports,CloudPlatform/Bucket,S3 Bucket,"{ ""role"":""shared"", ""Name"":"""", ""application"":""infra"", ""costcenter"":""1000100534"", ""environment"":""prod"", ""owner"":""Alex.Santillana@ralphlauren.com"", ""region"":""us"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,85695fd4-dee7-4408-abd5-9e564c8a0f17,S3-013,S3 Bucket policy should deny HTTP requests,Cloud Configuration Rule,MEDIUM,Pass,2.1.1 Ensure S3 Bucket Policy is set to deny HTTP requests - Level 2 (Automated),2.1 Simple Storage Service (S3),CIS AWS v2.0.0,"Perform the following command to deny HTTP requests to the bucket via AWS CLI:
```
aws s3api put-bucket-policy \
    --bucket {{bucketName}} \
    --policy '{""Version"":""2012-10-17"",""Statement"":[{""Effect"":""Deny"",""Principal"":""*"",""Action"":""s3:*"",""Resource"":""arn:aws:s3:::{{bucketName}}/*"",""Condition"":{""Bool"":{""aws:SecureTransport"":""false""}}}]}'  
```
>**Note**  
For further remediation assistance, see [AWS video](https://www.youtube.com/watch?v=obCm_RMYMp8&ab_channel=AmazonWebServices) on this matter.",2024-09-15T22:29:12Z,2023-03-07T14:10:01Z,2024-09-15T23:01:15Z,RL-Hybrid-Multitenant,450518371872,92ccd4a4-2b70-5617-a9f2-99b3d3ff0fa8,us-east-1,AWS
ri-recommendations-fn,arn:aws:s3:::ri-recommendations-fn,CloudPlatform/Bucket,S3 Bucket,"{ ""costcenter"":""1000100534"", ""environment"":""prod"", ""owner"":""Alex.Santillana@ralphlauren.com"", ""region"":""us"", ""role"":""shared"", ""Name"":"""", ""application"":""infra"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,85695fd4-dee7-4408-abd5-9e564c8a0f17,S3-013,S3 Bucket policy should deny HTTP requests,Cloud Configuration Rule,MEDIUM,Pass,2.1.1 Ensure S3 Bucket Policy is set to deny HTTP requests - Level 2 (Automated),2.1 Simple Storage Service (S3),CIS AWS v2.0.0,"Perform the following command to deny HTTP requests to the bucket via AWS CLI:
```
aws s3api put-bucket-policy \
    --bucket {{bucketName}} \
    --policy '{""Version"":""2012-10-17"",""Statement"":[{""Effect"":""Deny"",""Principal"":""*"",""Action"":""s3:*"",""Resource"":""arn:aws:s3:::{{bucketName}}/*"",""Condition"":{""Bool"":{""aws:SecureTransport"":""false""}}}]}'  
```
>**Note**  
For further remediation assistance, see [AWS video](https://www.youtube.com/watch?v=obCm_RMYMp8&ab_channel=AmazonWebServices) on this matter.",2024-09-15T22:29:12Z,2024-09-02T16:07:34Z,2024-09-15T23:01:14Z,RL-Hybrid-Multitenant,450518371872,24360c74-0f10-55b4-9510-85ac88962ef2,us-east-1,AWS
object-level-logging-for-rw-events-all-s3-cloudtraillogs,arn:aws:s3:::object-level-logging-for-rw-events-all-s3-cloudtraillogs,CloudPlatform/Bucket,S3 Bucket,"{ ""region"":""us"", ""role"":""shared"", ""Name"":"""", ""application"":""infra"", ""costcenter"":""1000100534"", ""environment"":""prod"", ""owner"":""Alex.Santillana@ralphlauren.com"" }",b3e8d0ea-824c-535b-a59a-c4b7db5ca858,492448e6-282b-5e8b-af68-9fcac93af40e,AWS,85695fd4-dee7-4408-abd5-9e564c8a0f17,S3-013,S3 Bucket policy should deny HTTP requests,Cloud Configuration Rule,MEDIUM,Pass,2.1.1 Ensure S3 Bucket Policy is set to deny HTTP requests - Level 2 (Automated),2.1 Simple Storage Service (S3),CIS AWS v2.0.0,"Perform the following command to deny HTTP requests to the bucket via AWS CLI:
```
aws s3api put-bucket-policy \
    --bucket {{bucketName}} \
    --policy '{""Version"":""2012-10-17"",""Statement"":[{""Effect"":""Deny"",""Principal"":""*"",""Action"":""s3:*"",""Resource"":""arn:aws:s3:::{{bucketName}}/*"",""Condition"":{""Bool"":{""aws:SecureTransport"":""false""}}}]}'  
```
>**Note**  
For further remediation assistance, see [AWS video](https://www.youtube.com/watch?v=obCm_RMYMp8&ab_channel=AmazonWebServices) on this matter.",2024-09-15T22:29:12Z,2023-03-07T14:10:00Z,2024-09-15T23:01:14Z,RL-Hybrid-Multitenant,450518371872,311fa4d0-7153-5f40-95fb-f195b3cbdf19,us-east-1,AWS
